医療機関ID,医療機関名,都道府県名,医療機関住所,電話番号
14601039,あんびる病院,鹿児島県,鹿児島市稲荷町１２番６号,992482222.0
14601039,あんびる病院,鹿児島県,鹿児島市稲荷町１２番６号,992482222.0
14601039,あんびる病院,鹿児島県,鹿児島市稲荷町１２番６号,992482222.0
14601038,池田病院,鹿児島県,鹿児島市西田三丁目１０番２０号,992528333.0
14601038,池田病院,鹿児島県,鹿児島市西田三丁目１０番２０号,992528333.0
14601038,池田病院,鹿児島県,鹿児島市西田三丁目１０番２０号,992528333.0
14601037,鹿児島厚生連病院,鹿児島県,鹿児島市与次郎一丁目１３番１号,992522228.0
14601037,鹿児島厚生連病院,鹿児島県,鹿児島市与次郎一丁目１３番１号,992522228.0
14601037,鹿児島厚生連病院,鹿児島県,鹿児島市与次郎一丁目１３番１号,992522228.0
14601036,豊島病院,鹿児島県,鹿児島市下荒田三丁目２７－１,992530317.0
14601036,豊島病院,鹿児島県,鹿児島市下荒田三丁目２７－１,992530317.0
14601036,豊島病院,鹿児島県,鹿児島市下荒田三丁目２７－１,992530317.0
14601035,公益社団法人　鹿児島共済会　南風病院,鹿児島県,鹿児島市長田町１４－３,992269111.0
14601035,公益社団法人　鹿児島共済会　南風病院,鹿児島県,鹿児島市長田町１４－３,992269111.0
14601035,公益社団法人　鹿児島共済会　南風病院,鹿児島県,鹿児島市長田町１４－３,992269111.0
14601034,キラメキテラスヘルスケアホスピタル,鹿児島県,鹿児島市高麗町４３番３０号,992264325.0
14601034,キラメキテラスヘルスケアホスピタル,鹿児島県,鹿児島市高麗町４３番３０号,992264325.0
14601034,キラメキテラスヘルスケアホスピタル,鹿児島県,鹿児島市高麗町４３番３０号,992264325.0
14601033,共立病院,鹿児島県,鹿児島市南郡元町１１－１１,992553151.0
14601033,共立病院,鹿児島県,鹿児島市南郡元町１１－１１,992553151.0
14601033,共立病院,鹿児島県,鹿児島市南郡元町１１－１１,992553151.0
14601032,岩尾病院,鹿児島県,鹿児島市甲突町１７番１８号,992253838.0
14601032,岩尾病院,鹿児島県,鹿児島市甲突町１７番１８号,992253838.0
14601032,岩尾病院,鹿児島県,鹿児島市甲突町１７番１８号,992253838.0
14601031,米盛病院,鹿児島県,鹿児島市与次郎一丁目７番１号,992300100.0
14601031,米盛病院,鹿児島県,鹿児島市与次郎一丁目７番１号,992300100.0
14601031,米盛病院,鹿児島県,鹿児島市与次郎一丁目７番１号,992300100.0
14601030,医療法人　康成会　植村病院,鹿児島県,鹿児島市草牟田一丁目４－７,992226925.0
14601030,医療法人　康成会　植村病院,鹿児島県,鹿児島市草牟田一丁目４－７,992226925.0
14601030,医療法人　康成会　植村病院,鹿児島県,鹿児島市草牟田一丁目４－７,992226925.0
14601029,桜島　病院,鹿児島県,鹿児島市野尻町５９,992212031.0
14601029,桜島　病院,鹿児島県,鹿児島市野尻町５９,992212031.0
14601029,桜島　病院,鹿児島県,鹿児島市野尻町５９,992212031.0
14601028,鹿児島市医師会病院,鹿児島県,鹿児島市鴨池新町７番１号,992541125.0
14601028,鹿児島市医師会病院,鹿児島県,鹿児島市鴨池新町７番１号,992541125.0
14601028,鹿児島市医師会病院,鹿児島県,鹿児島市鴨池新町７番１号,992541125.0
14601027,健翔会病院,鹿児島県,鹿児島市東郡元町５番１０号,992530171.0
14601027,健翔会病院,鹿児島県,鹿児島市東郡元町５番１０号,992530171.0
14601027,健翔会病院,鹿児島県,鹿児島市東郡元町５番１０号,992530171.0
14601026,西田橋有馬病院,鹿児島県,鹿児島市平之町１－２７,992240823.0
14601026,西田橋有馬病院,鹿児島県,鹿児島市平之町１－２７,992240823.0
14601026,西田橋有馬病院,鹿児島県,鹿児島市平之町１－２７,992240823.0
14601025,中央病院,鹿児島県,鹿児島市泉町６番７号,992268181.0
14601025,中央病院,鹿児島県,鹿児島市泉町６番７号,992268181.0
14601025,中央病院,鹿児島県,鹿児島市泉町６番７号,992268181.0
14601024,隆成会病院,鹿児島県,鹿児島市郡元二丁目１１番２０号,992571411.0
14601024,隆成会病院,鹿児島県,鹿児島市郡元二丁目１１番２０号,992571411.0
14601024,隆成会病院,鹿児島県,鹿児島市郡元二丁目１１番２０号,992571411.0
14601023,南鹿児島さくら病院,鹿児島県,鹿児島市南郡元町２４番１５号,992537272.0
14601023,南鹿児島さくら病院,鹿児島県,鹿児島市南郡元町２４番１５号,992537272.0
14601023,南鹿児島さくら病院,鹿児島県,鹿児島市南郡元町２４番１５号,992537272.0
14601022,社会福祉法人恩賜財団済生会支部　済生会鹿児島病院,鹿児島県,鹿児島市南林寺町１の１１,992230101.0
14601022,社会福祉法人恩賜財団済生会支部　済生会鹿児島病院,鹿児島県,鹿児島市南林寺町１の１１,992230101.0
14601022,社会福祉法人恩賜財団済生会支部　済生会鹿児島病院,鹿児島県,鹿児島市南林寺町１の１１,992230101.0
14601019,三愛病院,鹿児島県,鹿児島市郡元三丁目１４番７号,992526622.0
14601019,三愛病院,鹿児島県,鹿児島市郡元三丁目１４番７号,992526622.0
14601019,三愛病院,鹿児島県,鹿児島市郡元三丁目１４番７号,992526622.0
14601018,独立行政法人　国立病院機構　鹿児島医療センター,鹿児島県,鹿児島市城山町８番１号,992231151.0
14601018,独立行政法人　国立病院機構　鹿児島医療センター,鹿児島県,鹿児島市城山町８番１号,992231151.0
14601018,独立行政法人　国立病院機構　鹿児島医療センター,鹿児島県,鹿児島市城山町８番１号,992231151.0
14601016,天辰病院,鹿児島県,鹿児島市桜ヶ丘４丁目１番地８,992653151.0
14601016,天辰病院,鹿児島県,鹿児島市桜ヶ丘４丁目１番地８,992653151.0
14601016,天辰病院,鹿児島県,鹿児島市桜ヶ丘４丁目１番地８,992653151.0
14601015,坂之上病院,鹿児島県,鹿児島市光山２丁目３１番７６号,992616602.0
14601015,坂之上病院,鹿児島県,鹿児島市光山２丁目３１番７６号,992616602.0
14601015,坂之上病院,鹿児島県,鹿児島市光山２丁目３１番７６号,992616602.0
14601014,白坂病院,鹿児島県,鹿児島市中央町１３番地の１４,992553161.0
14601014,白坂病院,鹿児島県,鹿児島市中央町１３番地の１４,992553161.0
14601014,白坂病院,鹿児島県,鹿児島市中央町１３番地の１４,992553161.0
14601013,林内科胃腸科病院,鹿児島県,鹿児島市武二丁目３３番８号,992576969.0
14601013,林内科胃腸科病院,鹿児島県,鹿児島市武二丁目３３番８号,992576969.0
14601013,林内科胃腸科病院,鹿児島県,鹿児島市武二丁目３３番８号,992576969.0
14601012,地域医療・福祉ステーションひまわり病院,鹿児島県,鹿児島市上之園町２０番２８号,992525166.0
14601012,地域医療・福祉ステーションひまわり病院,鹿児島県,鹿児島市上之園町２０番２８号,992525166.0
14601012,地域医療・福祉ステーションひまわり病院,鹿児島県,鹿児島市上之園町２０番２８号,992525166.0
14601011,相良病院,鹿児島県,鹿児島市松原町３番３１号,992241800.0
14601011,相良病院,鹿児島県,鹿児島市松原町３番３１号,992241800.0
14601011,相良病院,鹿児島県,鹿児島市松原町３番３１号,992241800.0
14601010,産科・婦人科　のぼり病院,鹿児島県,鹿児島市荒田一丁目１３番１３号,992561313.0
14601010,産科・婦人科　のぼり病院,鹿児島県,鹿児島市荒田一丁目１３番１３号,992561313.0
14601010,産科・婦人科　のぼり病院,鹿児島県,鹿児島市荒田一丁目１３番１３号,992561313.0
14601009,上山病院,鹿児島県,鹿児島市宇宿３丁目１７番６号,992572277.0
14601009,上山病院,鹿児島県,鹿児島市宇宿３丁目１７番６号,992572277.0
14601009,上山病院,鹿児島県,鹿児島市宇宿３丁目１７番６号,992572277.0
14601008,新村病院,鹿児島県,鹿児島市西田二丁目２６番２０号,992566200.0
14601008,新村病院,鹿児島県,鹿児島市西田二丁目２６番２０号,992566200.0
14601008,新村病院,鹿児島県,鹿児島市西田二丁目２６番２０号,992566200.0
14601007,かごしま高岡病院,鹿児島県,鹿児島市西千石町１４番１２,992261370.0
14601007,かごしま高岡病院,鹿児島県,鹿児島市西千石町１４番１２,992261370.0
14601007,かごしま高岡病院,鹿児島県,鹿児島市西千石町１４番１２,992261370.0
14601006,パールランド病院,鹿児島県,鹿児島市犬迫町２２５３番地,992380301.0
14601006,パールランド病院,鹿児島県,鹿児島市犬迫町２２５３番地,992380301.0
14601006,パールランド病院,鹿児島県,鹿児島市犬迫町２２５３番地,992380301.0
14601005,アクラス中央病院,鹿児島県,鹿児島市武岡一丁目１２１番５号,992030100.0
14601005,アクラス中央病院,鹿児島県,鹿児島市武岡一丁目１２１番５号,992030100.0
14601005,アクラス中央病院,鹿児島県,鹿児島市武岡一丁目１２１番５号,992030100.0
14601004,社会医療法人　愛仁会　植村病院,鹿児島県,鹿児島市伊敷二丁目１番２号,992201730.0
14601004,社会医療法人　愛仁会　植村病院,鹿児島県,鹿児島市伊敷二丁目１番２号,992201730.0
14601004,社会医療法人　愛仁会　植村病院,鹿児島県,鹿児島市伊敷二丁目１番２号,992201730.0
14601003,いづろ今村病院,鹿児島県,鹿児島市堀江町１７番１号,992262600.0
14601003,いづろ今村病院,鹿児島県,鹿児島市堀江町１７番１号,992262600.0
14601003,いづろ今村病院,鹿児島県,鹿児島市堀江町１７番１号,992262600.0
14601002,増田整形外科病院,鹿児島県,鹿児島市郡元１丁目１番１号,992578100.0
14601002,増田整形外科病院,鹿児島県,鹿児島市郡元１丁目１番１号,992578100.0
14601002,増田整形外科病院,鹿児島県,鹿児島市郡元１丁目１番１号,992578100.0
14601001,小田代病院,鹿児島県,鹿児島市荒田一丁目２５番６号,992538111.0
14601001,小田代病院,鹿児島県,鹿児島市荒田一丁目２５番６号,992538111.0
14601001,小田代病院,鹿児島県,鹿児島市荒田一丁目２５番６号,992538111.0
14501263,春光会記念病院,宮崎県,日南市大字星倉４６００番１,987222324.0
14501263,春光会記念病院,宮崎県,日南市大字星倉４６００番１,987222324.0
14501263,春光会記念病院,宮崎県,日南市大字星倉４６００番１,987222324.0
14501259,美郷町国民健康保険西郷病院,宮崎県,東臼杵郡美郷町西郷田代２９番地,982663141.0
14501259,美郷町国民健康保険西郷病院,宮崎県,東臼杵郡美郷町西郷田代２９番地,982663141.0
14501259,美郷町国民健康保険西郷病院,宮崎県,東臼杵郡美郷町西郷田代２９番地,982663141.0
14501258,椎葉村国民健康保険病院,宮崎県,東臼杵郡椎葉村大字下福良１７４７番地５,982672008.0
14501258,椎葉村国民健康保険病院,宮崎県,東臼杵郡椎葉村大字下福良１７４７番地５,982672008.0
14501258,椎葉村国民健康保険病院,宮崎県,東臼杵郡椎葉村大字下福良１７４７番地５,982672008.0
14501256,白石病院,宮崎県,東臼杵郡門川町大字門川尾末８６００番地１００,982631365.0
14501256,白石病院,宮崎県,東臼杵郡門川町大字門川尾末８６００番地１００,982631365.0
14501256,白石病院,宮崎県,東臼杵郡門川町大字門川尾末８６００番地１００,982631365.0
14501255,宮崎県済生会日向病院,宮崎県,東臼杵郡門川町南町４丁目１２８番地,982631321.0
14501255,宮崎県済生会日向病院,宮崎県,東臼杵郡門川町南町４丁目１２８番地,982631321.0
14501255,宮崎県済生会日向病院,宮崎県,東臼杵郡門川町南町４丁目１２８番地,982631321.0
14501254,医療法人　浩洋会　田中病院,宮崎県,東臼杵郡門川町宮ケ原４丁目８０番地,982632211.0
14501254,医療法人　浩洋会　田中病院,宮崎県,東臼杵郡門川町宮ケ原４丁目８０番地,982632211.0
14501254,医療法人　浩洋会　田中病院,宮崎県,東臼杵郡門川町宮ケ原４丁目８０番地,982632211.0
14501246,社会医療法人泉和会　千代田病院,宮崎県,日向市日知屋古田町８８番地,982527111.0
14501246,社会医療法人泉和会　千代田病院,宮崎県,日向市日知屋古田町８８番地,982527111.0
14501246,社会医療法人泉和会　千代田病院,宮崎県,日向市日知屋古田町８８番地,982527111.0
14501244,医療法人社団慶城会瀧井病院,宮崎県,日向市大字塩見１１６５２番地,982522409.0
14501244,医療法人社団慶城会瀧井病院,宮崎県,日向市大字塩見１１６５２番地,982522409.0
14501244,医療法人社団慶城会瀧井病院,宮崎県,日向市大字塩見１１６５２番地,982522409.0
14501243,医療法人　杏林会　三股病院,宮崎県,日向市美々津町３８７０番地,982580034.0
14501243,医療法人　杏林会　三股病院,宮崎県,日向市美々津町３８７０番地,982580034.0
14501243,医療法人　杏林会　三股病院,宮崎県,日向市美々津町３８７０番地,982580034.0
14501242,医療法人誠和会和田病院,宮崎県,日向市向江町１丁目１９６番地１,982520011.0
14501242,医療法人誠和会和田病院,宮崎県,日向市向江町１丁目１９６番地１,982520011.0
14501242,医療法人誠和会和田病院,宮崎県,日向市向江町１丁目１９６番地１,982520011.0
14501241,都農町国民健康保険病院,宮崎県,児湯郡都農町大字川北５２０２番地,983251031.0
14501241,都農町国民健康保険病院,宮崎県,児湯郡都農町大字川北５２０２番地,983251031.0
14501241,都農町国民健康保険病院,宮崎県,児湯郡都農町大字川北５２０２番地,983251031.0
14501239,独立行政法人　国立病院機構　宮崎病院,宮崎県,児湯郡川南町大字川南１９４０３番地４,983271036.0
14501239,独立行政法人　国立病院機構　宮崎病院,宮崎県,児湯郡川南町大字川南１９４０３番地４,983271036.0
14501239,独立行政法人　国立病院機構　宮崎病院,宮崎県,児湯郡川南町大字川南１９４０３番地４,983271036.0
14501238,川南病院,宮崎県,児湯郡川南町大字川南１８１５０番地４７,983274111.0
14501238,川南病院,宮崎県,児湯郡川南町大字川南１８１５０番地４７,983274111.0
14501238,川南病院,宮崎県,児湯郡川南町大字川南１８１５０番地４７,983274111.0
14501233,海老原総合病院,宮崎県,児湯郡高鍋町大字上江２０７番地,983231111.0
14501233,海老原総合病院,宮崎県,児湯郡高鍋町大字上江２０７番地,983231111.0
14501233,海老原総合病院,宮崎県,児湯郡高鍋町大字上江２０７番地,983231111.0
14501232,坂田病院,宮崎県,児湯郡高鍋町大字上江８１０８番地,983223426.0
14501232,坂田病院,宮崎県,児湯郡高鍋町大字上江８１０８番地,983223426.0
14501232,坂田病院,宮崎県,児湯郡高鍋町大字上江８１０８番地,983223426.0
14501228,医療法人隆徳会鶴田病院,宮崎県,西都市御舟町１丁目７８番地,983423711.0
14501228,医療法人隆徳会鶴田病院,宮崎県,西都市御舟町１丁目７８番地,983423711.0
14501228,医療法人隆徳会鶴田病院,宮崎県,西都市御舟町１丁目７８番地,983423711.0
14501227,大塚病院,宮崎県,西都市御舟町２丁目４５番地,983430016.0
14501227,大塚病院,宮崎県,西都市御舟町２丁目４５番地,983430016.0
14501227,大塚病院,宮崎県,西都市御舟町２丁目４５番地,983430016.0
14501226,三財病院,宮崎県,西都市大字下三財３３７８番地,983445221.0
14501226,三財病院,宮崎県,西都市大字下三財３３７８番地,983445221.0
14501226,三財病院,宮崎県,西都市大字下三財３３７８番地,983445221.0
14501225,地方独立行政法人西都児湯医療センター,宮崎県,西都市大字妻１５５０番地,983421113.0
14501225,地方独立行政法人西都児湯医療センター,宮崎県,西都市大字妻１５５０番地,983421113.0
14501225,地方独立行政法人西都児湯医療センター,宮崎県,西都市大字妻１５５０番地,983421113.0
14501224,医療法人恵喜会西都病院,宮崎県,西都市大字調殿１０１０番地,983430143.0
14501224,医療法人恵喜会西都病院,宮崎県,西都市大字調殿１０１０番地,983430143.0
14501224,医療法人恵喜会西都病院,宮崎県,西都市大字調殿１０１０番地,983430143.0
14501222,国民健康保険　高原病院,宮崎県,西諸県郡高原町大字西麓８７１番地,984421022.0
14501222,国民健康保険　高原病院,宮崎県,西諸県郡高原町大字西麓８７１番地,984421022.0
14501222,国民健康保険　高原病院,宮崎県,西諸県郡高原町大字西麓８７１番地,984421022.0
14501217,医療法人芳徳会京町共立病院,宮崎県,えびの市大字向江５０８番地,984371011.0
14501217,医療法人芳徳会京町共立病院,宮崎県,えびの市大字向江５０８番地,984371011.0
14501217,医療法人芳徳会京町共立病院,宮崎県,えびの市大字向江５０８番地,984371011.0
14501216,医療法人黎明会　えびの共立病院,宮崎県,えびの市大字向江５０６番地,984371313.0
14501216,医療法人黎明会　えびの共立病院,宮崎県,えびの市大字向江５０６番地,984371313.0
14501216,医療法人黎明会　えびの共立病院,宮崎県,えびの市大字向江５０６番地,984371313.0
14501215,えびの市立病院,宮崎県,えびの市大字原田３２２３番地,984331023.0
14501215,えびの市立病院,宮崎県,えびの市大字原田３２２３番地,984331023.0
14501215,えびの市立病院,宮崎県,えびの市大字原田３２２３番地,984331023.0
14501210,医療法人友愛会野尻中央病院,宮崎県,小林市野尻町東麓１１７６番地,984441141.0
14501210,医療法人友愛会野尻中央病院,宮崎県,小林市野尻町東麓１１７６番地,984441141.0
14501210,医療法人友愛会野尻中央病院,宮崎県,小林市野尻町東麓１１７６番地,984441141.0
14501209,医療法人　養気会　池井病院,宮崎県,小林市大字真方８７番地,984234151.0
14501209,医療法人　養気会　池井病院,宮崎県,小林市大字真方８７番地,984234151.0
14501209,医療法人　養気会　池井病院,宮崎県,小林市大字真方８７番地,984234151.0
14501208,医療法人相愛会　桑原記念病院,宮崎県,小林市大字細野１６７番地,984224138.0
14501208,医療法人相愛会　桑原記念病院,宮崎県,小林市大字細野１６７番地,984224138.0
14501208,医療法人相愛会　桑原記念病院,宮崎県,小林市大字細野１６７番地,984224138.0
14501206,整形外科押領司病院,宮崎県,小林市大字細野１６２番地１,984223131.0
14501206,整形外科押領司病院,宮崎県,小林市大字細野１６２番地１,984223131.0
14501206,整形外科押領司病院,宮崎県,小林市大字細野１６２番地１,984223131.0
14501205,医療法人けんゆう会　園田病院,宮崎県,小林市堤３００５番地１,984222221.0
14501205,医療法人けんゆう会　園田病院,宮崎県,小林市堤３００５番地１,984222221.0
14501205,医療法人けんゆう会　園田病院,宮崎県,小林市堤３００５番地１,984222221.0
14501204,医療法人三和会　池田病院,宮崎県,小林市大字真方２７番地１,984233535.0
14501204,医療法人三和会　池田病院,宮崎県,小林市大字真方２７番地１,984233535.0
14501204,医療法人三和会　池田病院,宮崎県,小林市大字真方２７番地１,984233535.0
14501203,医療法人東陽会整形外科前原病院,宮崎県,小林市大字細野２０３３番地,984231711.0
14501203,医療法人東陽会整形外科前原病院,宮崎県,小林市大字細野２０３３番地,984231711.0
14501203,医療法人東陽会整形外科前原病院,宮崎県,小林市大字細野２０３３番地,984231711.0
14501202,小林市立病院,宮崎県,小林市細野２２３５番地３,984234711.0
14501202,小林市立病院,宮崎県,小林市細野２２３５番地３,984234711.0
14501202,小林市立病院,宮崎県,小林市細野２２３５番地３,984234711.0
14501201,医療法人興生会押川病院,宮崎県,小林市野尻町東麓１０８２番地の１,984441005.0
14501201,医療法人興生会押川病院,宮崎県,小林市野尻町東麓１０８２番地の１,984441005.0
14501201,医療法人興生会押川病院,宮崎県,小林市野尻町東麓１０８２番地の１,984441005.0
14501200,医療法人十善会県南病院,宮崎県,串間市大字西方３７２８番地,987720224.0
14501200,医療法人十善会県南病院,宮崎県,串間市大字西方３７２８番地,987720224.0
14501200,医療法人十善会県南病院,宮崎県,串間市大字西方３７２８番地,987720224.0
14501199,串間市民病院,宮崎県,串間市大字西方７９１７番地,987721234.0
14501199,串間市民病院,宮崎県,串間市大字西方７９１７番地,987721234.0
14501199,串間市民病院,宮崎県,串間市大字西方７９１７番地,987721234.0
14501191,愛泉会　日南病院,宮崎県,日南市大字風田３６４９番地２,987233131.0
14501191,愛泉会　日南病院,宮崎県,日南市大字風田３６４９番地２,987233131.0
14501191,愛泉会　日南病院,宮崎県,日南市大字風田３６４９番地２,987233131.0
14501190,医療法人文誠会百瀬病院,宮崎県,日南市南郷町中村乙２１０１番地,987640305.0
14501190,医療法人文誠会百瀬病院,宮崎県,日南市南郷町中村乙２１０１番地,987640305.0
14501190,医療法人文誠会百瀬病院,宮崎県,日南市南郷町中村乙２１０１番地,987640305.0
14501189,医療法人　慶明会　おび中央病院,宮崎県,日南市飫肥６丁目２番２８号,987252525.0
14501189,医療法人　慶明会　おび中央病院,宮崎県,日南市飫肥６丁目２番２８号,987252525.0
14501189,医療法人　慶明会　おび中央病院,宮崎県,日南市飫肥６丁目２番２８号,987252525.0
14501188,県立日南病院,宮崎県,日南市木山１丁目９番５号,987233111.0
14501188,県立日南病院,宮崎県,日南市木山１丁目９番５号,987233111.0
14501188,県立日南病院,宮崎県,日南市木山１丁目９番５号,987233111.0
14501187,医療法人愛鍼会　山元病院,宮崎県,日南市中央通１丁目１０番１５,987234815.0
14501187,医療法人愛鍼会　山元病院,宮崎県,日南市中央通１丁目１０番１５,987234815.0
14501187,医療法人愛鍼会　山元病院,宮崎県,日南市中央通１丁目１０番１５,987234815.0
14501186,日南市立中部病院,宮崎県,日南市大堂津５丁目１０番１号,987271111.0
14501186,日南市立中部病院,宮崎県,日南市大堂津５丁目１０番１号,987271111.0
14501186,日南市立中部病院,宮崎県,日南市大堂津５丁目１０番１号,987271111.0
14501185,小玉共立外科,宮崎県,日南市吾田東１０丁目４番１号,987240777.0
14501185,小玉共立外科,宮崎県,日南市吾田東１０丁目４番１号,987240777.0
14501185,小玉共立外科,宮崎県,日南市吾田東１０丁目４番１号,987240777.0
14501184,五ケ瀬町国民健康保険病院,宮崎県,西臼杵郡五ケ瀬町大字三ケ所２１０９番地１,982735500.0
14501184,五ケ瀬町国民健康保険病院,宮崎県,西臼杵郡五ケ瀬町大字三ケ所２１０９番地１,982735500.0
14501184,五ケ瀬町国民健康保険病院,宮崎県,西臼杵郡五ケ瀬町大字三ケ所２１０９番地１,982735500.0
14501183,日之影町国民健康保険病院,宮崎県,西臼杵郡日之影町大字七折９０７４番地３,982872021.0
14501183,日之影町国民健康保険病院,宮崎県,西臼杵郡日之影町大字七折９０７４番地３,982872021.0
14501183,日之影町国民健康保険病院,宮崎県,西臼杵郡日之影町大字七折９０７４番地３,982872021.0
14501182,高千穂町国民健康保険病院,宮崎県,西臼杵郡高千穂町大字三田井４３５番地１,982731700.0
14501182,高千穂町国民健康保険病院,宮崎県,西臼杵郡高千穂町大字三田井４３５番地１,982731700.0
14501182,高千穂町国民健康保険病院,宮崎県,西臼杵郡高千穂町大字三田井４３５番地１,982731700.0
14501169,田原　病院,宮崎県,延岡市伊達町２丁目６２番地,982324987.0
14501169,田原　病院,宮崎県,延岡市伊達町２丁目６２番地,982324987.0
14501169,田原　病院,宮崎県,延岡市伊達町２丁目６２番地,982324987.0
14501168,医療法人社団杉杏会　杉本病院,宮崎県,延岡市三ツ瀬町１丁目１１番地５,982332626.0
14501168,医療法人社団杉杏会　杉本病院,宮崎県,延岡市三ツ瀬町１丁目１１番地５,982332626.0
14501168,医療法人社団杉杏会　杉本病院,宮崎県,延岡市三ツ瀬町１丁目１１番地５,982332626.0
14501167,医療法人早田病院,宮崎県,延岡市高千穂通３７４８番地１,982335577.0
14501167,医療法人早田病院,宮崎県,延岡市高千穂通３７４８番地１,982335577.0
14501167,医療法人早田病院,宮崎県,延岡市高千穂通３７４８番地１,982335577.0
14501166,医療法人康仁会谷村病院,宮崎県,延岡市北小路１０番地２,982333024.0
14501166,医療法人康仁会谷村病院,宮崎県,延岡市北小路１０番地２,982333024.0
14501166,医療法人康仁会谷村病院,宮崎県,延岡市北小路１０番地２,982333024.0
14501165,県立延岡病院,宮崎県,延岡市新小路２丁目１番地１０,982326181.0
14501165,県立延岡病院,宮崎県,延岡市新小路２丁目１番地１０,982326181.0
14501165,県立延岡病院,宮崎県,延岡市新小路２丁目１番地１０,982326181.0
14501164,医療法人伸和会延岡共立病院,宮崎県,延岡市山月町５丁目５６７９番１,982333268.0
14501164,医療法人伸和会延岡共立病院,宮崎県,延岡市山月町５丁目５６７９番１,982333268.0
14501164,医療法人伸和会延岡共立病院,宮崎県,延岡市山月町５丁目５６７９番１,982333268.0
14501163,医療法人社団育生会井上病院,宮崎県,延岡市平原町１丁目９９０番地１,982215110.0
14501163,医療法人社団育生会井上病院,宮崎県,延岡市平原町１丁目９９０番地１,982215110.0
14501163,医療法人社団育生会井上病院,宮崎県,延岡市平原町１丁目９９０番地１,982215110.0
14501162,医療法人久康会　平田東九州病院,宮崎県,延岡市伊形町４７９１番地,982370050.0
14501162,医療法人久康会　平田東九州病院,宮崎県,延岡市伊形町４７９１番地,982370050.0
14501162,医療法人久康会　平田東九州病院,宮崎県,延岡市伊形町４７９１番地,982370050.0
14501161,医療法人昭和会黒瀬病院,宮崎県,延岡市構口町２丁目１２５番地１,982212558.0
14501161,医療法人昭和会黒瀬病院,宮崎県,延岡市構口町２丁目１２５番地１,982212558.0
14501161,医療法人昭和会黒瀬病院,宮崎県,延岡市構口町２丁目１２５番地１,982212558.0
14501160,延岡リハビリテーション病院,宮崎県,延岡市長浜町１丁目１７７７番地,982216211.0
14501160,延岡リハビリテーション病院,宮崎県,延岡市長浜町１丁目１７７７番地,982216211.0
14501160,延岡リハビリテーション病院,宮崎県,延岡市長浜町１丁目１７７７番地,982216211.0
14501159,延岡市医師会病院,宮崎県,延岡市出北６丁目１６２１番地,982211302.0
14501159,延岡市医師会病院,宮崎県,延岡市出北６丁目１６２１番地,982211302.0
14501159,延岡市医師会病院,宮崎県,延岡市出北６丁目１６２１番地,982211302.0
14501158,岡村病院,宮崎県,延岡市平原町１丁目１３８９番地１,982215353.0
14501158,岡村病院,宮崎県,延岡市平原町１丁目１３８９番地１,982215353.0
14501158,岡村病院,宮崎県,延岡市平原町１丁目１３８９番地１,982215353.0
14501157,医療法人中心会　野村病院,宮崎県,延岡市出北５丁目４番２６号,982212213.0
14501157,医療法人中心会　野村病院,宮崎県,延岡市出北５丁目４番２６号,982212213.0
14501157,医療法人中心会　野村病院,宮崎県,延岡市出北５丁目４番２６号,982212213.0
14501156,黒木病院,宮崎県,延岡市北小路１４番地１,982216381.0
14501156,黒木病院,宮崎県,延岡市北小路１４番地１,982216381.0
14501156,黒木病院,宮崎県,延岡市北小路１４番地１,982216381.0
14501118,吉見病院,宮崎県,都城市高城町穂満坊４５７番地１,986582335.0
14501118,吉見病院,宮崎県,都城市高城町穂満坊４５７番地１,986582335.0
14501118,吉見病院,宮崎県,都城市高城町穂満坊４５７番地１,986582335.0
14501117,藤元総合病院,宮崎県,都城市早鈴町１７街区１号,986251313.0
14501117,藤元総合病院,宮崎県,都城市早鈴町１７街区１号,986251313.0
14501117,藤元総合病院,宮崎県,都城市早鈴町１７街区１号,986251313.0
14501116,医療法人　幸仁会　飯田病院,宮崎県,都城市上町９－１０,986220563.0
14501116,医療法人　幸仁会　飯田病院,宮崎県,都城市上町９－１０,986220563.0
14501116,医療法人　幸仁会　飯田病院,宮崎県,都城市上町９－１０,986220563.0
14501115,医療法人倫生会三州病院,宮崎県,都城市花繰町３街区１４号,986220230.0
14501115,医療法人倫生会三州病院,宮崎県,都城市花繰町３街区１４号,986220230.0
14501115,医療法人倫生会三州病院,宮崎県,都城市花繰町３街区１４号,986220230.0
14501114,西浦病院,宮崎県,都城市広原町６号１２番地,986251119.0
14501114,西浦病院,宮崎県,都城市広原町６号１２番地,986251119.0
14501114,西浦病院,宮崎県,都城市広原町６号１２番地,986251119.0
14501113,医療法人明成会　吉松病院,宮崎県,都城市蔵原町５街区２９号,986251500.0
14501113,医療法人明成会　吉松病院,宮崎県,都城市蔵原町５街区２９号,986251500.0
14501113,医療法人明成会　吉松病院,宮崎県,都城市蔵原町５街区２９号,986251500.0
14501112,医療法人仁愛会横山病院,宮崎県,都城市都島町５０６番地,986222806.0
14501112,医療法人仁愛会横山病院,宮崎県,都城市都島町５０６番地,986222806.0
14501112,医療法人仁愛会横山病院,宮崎県,都城市都島町５０６番地,986222806.0
14501111,医療法人社団正立会　都城明生病院,宮崎県,都城市金田町２２６３番地,986381120.0
14501111,医療法人社団正立会　都城明生病院,宮崎県,都城市金田町２２６３番地,986381120.0
14501111,医療法人社団正立会　都城明生病院,宮崎県,都城市金田町２２６３番地,986381120.0
14501110,豊徳会丸田病院,宮崎県,都城市八幡町４街区２号,986237060.0
